IsCanceled,LeadTime,MarketSegment,DistributionChannel,CustomerType,RequiredCarParkingSpaces
0,1,Direct,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,78,Offline TA/TO,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,2,Corporate,Corporate,Transient,0
0,50,Offline TA/TO,TA/TO,Transient,0
0,10,Offline TA/TO,TA/TO,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,12,Online TA,TA/TO,Transient,1
0,2,Direct,TA/TO,Transient,1
1,1,Direct,Direct,Transient,0
0,11,Offline TA/TO,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Transient-Party,1
0,1,Offline TA/TO,TA/TO,Group,0
0,7,Corporate,TA/TO,Transient,0
0,6,Corporate,Corporate,Transient,0
0,0,Direct,Direct,Transient,0
0,2,Corporate,Corporate,Transient,0
0,2,Corporate,Corporate,Transient,0
0,0,Offline TA/TO,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,6,Offline TA/TO,TA/TO,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,2,Offline TA/TO,TA/TO,Transient,0
0,6,Online TA,TA/TO,Transient,1
0,2,Offline TA/TO,TA/TO,Transient,1
0,1,Offline TA/TO,TA/TO,Transient,1
0,8,Offline TA/TO,TA/TO,Transient,1
0,4,Offline TA/TO,TA/TO,Group,1
0,2,Offline TA/TO,TA/TO,Transient,1
0,6,Offline TA/TO,TA/TO,Transient,1
0,2,Offline TA/TO,TA/TO,Transient,1
0,4,Offline TA/TO,TA/TO,Group,1
0,5,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,3,Corporate,Corporate,Transient,0
0,4,Corporate,Corporate,Transient,0
0,2,Online TA,Corporate,Transient,0
0,0,Online TA,Corporate,Transient,0
0,1,Online TA,Corporate,Transient,0
0,2,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,1
0,1,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,1
0,22,Corporate,Corporate,Transient,0
0,10,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient-Party,0
0,6,Corporate,Corporate,Transient-Party,0
0,6,Corporate,Corporate,Transient-Party,0
0,6,Corporate,Corporate,Transient-Party,0
0,6,Corporate,Corporate,Transient-Party,0
1,289,Groups,TA/TO,Transient-Party,0
0,1,Corporate,Corporate,Transient,0
0,3,Corporate,Corporate,Transient,0
0,23,Corporate,Corporate,Transient,0
0,27,Corporate,Corporate,Transient,0
0,14,Online TA,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Corporate,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,1,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Corporate,Corporate,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,1,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,5,Corporate,Corporate,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
1,17,Offline TA/TO,TA/TO,Transient-Party,0
1,19,Offline TA/TO,TA/TO,Transient-Party,0
1,20,Offline TA/TO,TA/TO,Transient-Party,0
0,1,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,2,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Group,0
0,2,Direct,Direct,Transient,1
0,20,Direct,Direct,Transient,0
0,20,Direct,Direct,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,1,Online TA,TA/TO,Transient,0
0,6,Offline TA/TO,TA/TO,Transient,0
0,12,Offline TA/TO,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient-Party,0
0,4,Online TA,TA/TO,Transient,1
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient-Party,0
0,1,Direct,Direct,Transient,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Corporate,Corporate,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,11,Offline TA/TO,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,69,Online TA,TA/TO,Transient,0
1,7,Corporate,Corporate,Transient-Party,0
1,1,Direct,Direct,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,0
0,7,Corporate,Corporate,Transient-Party,0
0,7,Corporate,Corporate,Transient-Party,0
0,7,Corporate,Corporate,Transient-Party,0
0,1,Corporate,Corporate,Transient-Party,0
0,43,Offline TA/TO,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,1
0,9,Complementary,Direct,Transient,0
0,2,Direct,Direct,Transient,1
0,4,Online TA,TA/TO,Transient,0
0,36,Groups,TA/TO,Transient-Party,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,6,Offline TA/TO,TA/TO,Transient,1
0,53,Online TA,TA/TO,Transient,0
0,18,Online TA,TA/TO,Transient,1
0,1,Online TA,TA/TO,Transient,0
0,4,Direct,Direct,Transient,0
0,4,Direct,Direct,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,44,Online TA,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,0
0,44,Online TA,TA/TO,Transient,1
0,0,Offline TA/TO,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,1
0,4,Online TA,TA/TO,Transient,1
0,0,Direct,TA/TO,Transient,1
0,0,Direct,TA/TO,Transient,1
0,26,Online TA,TA/TO,Transient,1
0,4,Direct,Direct,Transient,0
0,32,Offline TA/TO,TA/TO,Transient,0
0,32,Offline TA/TO,TA/TO,Transient,0
0,10,Offline TA/TO,TA/TO,Transient,0
0,184,Offline TA/TO,TA/TO,Transient,0
0,119,Offline TA/TO,TA/TO,Contract,0
0,3,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
1,7,Corporate,Corporate,Transient,0
0,7,Corporate,Corporate,Transient,0
0,5,Corporate,Corporate,Transient,0
0,13,Corporate,Corporate,Transient,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,3,Offline TA/TO,TA/TO,Transient,1
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,289,Groups,TA/TO,Transient-Party,0
0,66,Online TA,TA/TO,Transient,0
0,29,Offline TA/TO,TA/TO,Transient,0
1,43,Online TA,TA/TO,Transient,0
1,43,Online TA,TA/TO,Transient,0
1,43,Online TA,TA/TO,Transient,0
0,66,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,62,Offline TA/TO,TA/TO,Transient-Party,0
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,78,Offline TA/TO,TA/TO,Transient,0
0,12,Offline TA/TO,TA/TO,Transient,0
0,90,Online TA,TA/TO,Transient,0
0,11,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,25,Offline TA/TO,TA/TO,Transient,0
1,12,Online TA,TA/TO,Transient,0
0,2,Direct,Direct,Transient,1
0,25,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,1
0,1,Direct,Direct,Transient,1
0,44,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,105,Offline TA/TO,TA/TO,Transient-Party,0
0,11,Offline TA/TO,TA/TO,Transient,0
1,187,Online TA,TA/TO,Transient,0
1,187,Online TA,TA/TO,Transient,0
1,287,Groups,TA/TO,Transient,0
1,287,Groups,TA/TO,Transient,0
1,287,Groups,TA/TO,Transient,0
1,287,Groups,TA/TO,Transient,0
1,287,Groups,TA/TO,Transient,0
1,287,Groups,TA/TO,Transient,0
1,219,Offline TA/TO,TA/TO,Transient-Party,0
1,219,Offline TA/TO,TA/TO,Transient-Party,0
1,219,Offline TA/TO,TA/TO,Transient-Party,0
1,216,Offline TA/TO,TA/TO,Transient,0
1,216,Offline TA/TO,TA/TO,Transient,0
1,216,Offline TA/TO,TA/TO,Transient,0
1,108,Online TA,TA/TO,Transient,0
1,108,Online TA,TA/TO,Transient,0
1,108,Online TA,TA/TO,Transient,0
1,212,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,112,Offline TA/TO,TA/TO,Contract,0
0,4,Corporate,Corporate,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,1
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,3,Online TA,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,1
0,1,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,2,Direct,Direct,Transient,0
0,6,Corporate,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,1,Corporate,Direct,Transient,0
0,2,Corporate,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,0
0,6,Complementary,Corporate,Transient,0
0,5,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Online TA,Direct,Transient,0
1,19,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,1,Direct,Direct,Transient,1
0,27,Online TA,TA/TO,Transient,0
0,21,Offline TA/TO,TA/TO,Transient,1
0,0,Direct,Direct,Transient,1
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,2,Corporate,Corporate,Transient,0
0,1,Offline TA/TO,Corporate,Transient,0
0,13,Offline TA/TO,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,1
0,158,Online TA,TA/TO,Transient,0
0,5,Corporate,Corporate,Transient,0
0,5,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,1
0,4,Corporate,Corporate,Transient,1
0,0,Direct,Direct,Transient,0
0,5,Corporate,Corporate,Transient,0
0,5,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,1,Corporate,Corporate,Transient,0
0,6,Corporate,Corporate,Transient,0
0,2,Corporate,Corporate,Transient-Party,0
0,4,Corporate,Corporate,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,2,Offline TA/TO,TA/TO,Transient,0
0,6,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Direct,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,3,Online TA,TA/TO,Transient,0
0,14,Direct,TA/TO,Transient,1
1,273,Offline TA/TO,TA/TO,Transient,0
1,273,Offline TA/TO,TA/TO,Transient,0
0,26,Online TA,TA/TO,Transient,0
0,0,Complementary,Direct,Transient,0
1,15,Corporate,Direct,Transient-Party,0
1,15,Corporate,Direct,Transient-Party,0
1,15,Corporate,Direct,Transient-Party,0
1,15,Corporate,Direct,Transient-Party,0
1,15,Corporate,Direct,Transient-Party,0
0,47,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
1,111,Online TA,TA/TO,Transient,0
0,1,Corporate,Corporate,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,40,Online TA,TA/TO,Transient,0
0,40,Online TA,TA/TO,Transient,0
0,2,Direct,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,5,Corporate,Corporate,Transient,0
0,12,Offline TA/TO,TA/TO,Transient,0
0,7,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,1
0,55,Online TA,TA/TO,Group,0
0,11,Online TA,TA/TO,Transient,0
0,15,Online TA,TA/TO,Transient,0
0,27,Online TA,TA/TO,Transient,0
1,17,Offline TA/TO,TA/TO,Transient,0
0,15,Online TA,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient,1
0,40,Online TA,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,0
0,5,Offline TA/TO,TA/TO,Transient,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Online TA,TA/TO,Transient,0
0,7,Offline TA/TO,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Transient,0
0,32,Offline TA/TO,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,1
0,37,Offline TA/TO,TA/TO,Transient,1
0,1,Online TA,TA/TO,Transient,1
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,4,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,1,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,10,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,1,Online TA,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,15,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,1
0,1,Offline TA/TO,TA/TO,Transient,0
0,11,Offline TA/TO,TA/TO,Transient,0
0,2,Offline TA/TO,TA/TO,Transient-Party,1
0,2,Offline TA/TO,TA/TO,Transient-Party,0
0,2,Offline TA/TO,TA/TO,Transient-Party,0
0,1,Offline TA/TO,TA/TO,Group,0
1,1,Offline TA/TO,TA/TO,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,8,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,6,Direct,Direct,Group,0
0,2,Online TA,TA/TO,Transient,0
0,2,Corporate,Direct,Transient-Party,1
0,15,Corporate,Direct,Transient-Party,1
0,4,Direct,Direct,Transient,1
0,2,Direct,Direct,Transient,0
0,15,Corporate,Direct,Transient-Party,1
0,10,Offline TA/TO,TA/TO,Transient-Party,0
0,10,Offline TA/TO,TA/TO,Transient-Party,1
0,2,Offline TA/TO,TA/TO,Transient,1
0,15,Corporate,Direct,Transient-Party,1
0,17,Groups,Direct,Transient,1
0,3,Online TA,TA/TO,Transient,0
0,15,Corporate,Direct,Transient-Party,1
0,17,Groups,Direct,Transient-Party,1
0,15,Corporate,Direct,Transient-Party,1
0,15,Corporate,Direct,Transient-Party,1
0,0,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient,0
0,11,Online TA,TA/TO,Transient,0
0,11,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,11,Online TA,TA/TO,Transient,0
0,9,Complementary,Direct,Transient,0
0,15,Corporate,Direct,Transient,0
0,2,Direct,Direct,Transient,1
0,4,Direct,Direct,Transient,0
0,10,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,2,Offline TA/TO,TA/TO,Transient,1
0,11,Online TA,TA/TO,Transient,0
0,9,Complementary,Direct,Transient,0
0,9,Complementary,Direct,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,1,Direct,Direct,Transient,0
0,116,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Direct,Direct,Transient,0
1,1,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,2,Direct,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,27,Offline TA/TO,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,1
0,2,Online TA,TA/TO,Transient,0
0,2,Offline TA/TO,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,7,Offline TA/TO,TA/TO,Transient,0
0,1,Direct,Direct,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,1,Corporate,Corporate,Transient,1
0,8,Online TA,TA/TO,Transient,1
0,25,Offline TA/TO,TA/TO,Transient,0
0,3,Offline TA/TO,TA/TO,Transient,0
0,35,Offline TA/TO,TA/TO,Transient,0
0,12,Online TA,TA/TO,Transient,0
1,27,Online TA,TA/TO,Transient,0
0,62,Online TA,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient,0
1,8,Groups,TA/TO,Transient-Party,0
1,8,Groups,TA/TO,Transient-Party,0
1,8,Groups,TA/TO,Transient-Party,0
1,8,Groups,TA/TO,Transient-Party,0
1,8,Groups,TA/TO,Transient-Party,0
1,8,Groups,TA/TO,Transient-Party,0
1,8,Groups,TA/TO,Transient-Party,0
1,8,Groups,TA/TO,Transient-Party,0
0,4,Online TA,TA/TO,Transient-Party,1
0,4,Online TA,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,1
0,1,Online TA,TA/TO,Transient,0
1,220,Direct,Direct,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
1,268,Direct,Direct,Transient,0
1,8,Direct,Direct,Transient,0
1,8,Direct,Direct,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,4,Groups,Corporate,Transient-Party,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,11,Offline TA/TO,TA/TO,Transient,1
0,0,Direct,Direct,Transient,0
1,6,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,14,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,25,Offline TA/TO,TA/TO,Transient-Party,0
0,0,Online TA,TA/TO,Transient,0
0,25,Offline TA/TO,TA/TO,Transient-Party,0
0,75,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
1,184,Online TA,TA/TO,Transient,0
1,168,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,6,Corporate,Corporate,Transient,1
0,69,Online TA,TA/TO,Transient,0
0,5,Online TA,TA/TO,Transient-Party,0
0,7,Direct,Direct,Transient,0
0,15,Online TA,TA/TO,Transient,0
0,0,Corporate,Corporate,Transient,0
0,0,Corporate,Corporate,Transient,1
0,0,Corporate,Corporate,Transient,0
0,34,Online TA,TA/TO,Transient,1
0,0,Direct,Direct,Transient,1
0,5,Online TA,TA/TO,Transient-Party,0
0,5,Online TA,TA/TO,Transient-Party,0
0,5,Online TA,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,2,Online TA,TA/TO,Transient,1
0,1,Direct,Direct,Transient,1
0,6,Corporate,Corporate,Transient,0
1,159,Online TA,TA/TO,Transient,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,11,Offline TA/TO,TA/TO,Transient-Party,0
1,159,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,8,Offline TA/TO,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Group,0
0,8,Offline TA/TO,TA/TO,Transient,1
0,1,Corporate,Corporate,Transient,0
1,25,Offline TA/TO,TA/TO,Group,0
1,25,Offline TA/TO,TA/TO,Transient,0
0,2,Corporate,Corporate,Transient,1
0,0,Corporate,Corporate,Transient,1
0,24,Online TA,TA/TO,Transient,1
0,7,Offline TA/TO,TA/TO,Transient-Party,0
0,1,Offline TA/TO,TA/TO,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Online TA,TA/TO,Transient,1
0,2,Corporate,Corporate,Transient,0
0,0,Direct,Direct,Transient,1
0,9,Online TA,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,7,Offline TA/TO,TA/TO,Transient-Party,0
0,0,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,6,Groups,Corporate,Transient-Party,1
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,65,Offline TA/TO,TA/TO,Transient,0
1,5,Online TA,TA/TO,Transient,0
0,9,Groups,Corporate,Transient-Party,0
0,19,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,1
0,17,Groups,Corporate,Transient-Party,0
0,20,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,19,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,1
0,11,Groups,Corporate,Transient-Party,0
0,19,Groups,Corporate,Transient-Party,0
0,19,Groups,Corporate,Transient-Party,1
0,17,Groups,Corporate,Transient-Party,1
0,19,Groups,Corporate,Transient-Party,0
0,19,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,1
0,17,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,0
0,17,Groups,Corporate,Transient-Party,1
0,7,Online TA,TA/TO,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,0
0,0,Online TA,TA/TO,Transient,0
0,5,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,1,Corporate,Corporate,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Offline TA/TO,TA/TO,Transient-Party,0
0,0,Offline TA/TO,TA/TO,Transient-Party,0
0,2,Online TA,TA/TO,Transient,0
0,16,Online TA,TA/TO,Transient,1
0,17,Groups,Corporate,Transient-Party,1
0,20,Groups,Corporate,Transient-Party,0
0,0,Direct,Direct,Transient,0
0,13,Complementary,Direct,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,1
0,1,Offline TA/TO,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,17,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,2,Online TA,TA/TO,Transient,0
0,1,Online TA,TA/TO,Transient,0
0,0,Offline TA/TO,TA/TO,Transient,0
0,4,Online TA,TA/TO,Group,0
0,5,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,21,Online TA,TA/TO,Transient,1
0,16,Online TA,TA/TO,Transient,1
0,1,Corporate,Corporate,Transient,0
1,196,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,9,Offline TA/TO,TA/TO,Transient,0
0,2,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,1,Offline TA/TO,TA/TO,Transient,1
0,95,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,1
0,0,Direct,Direct,Transient,0
0,6,Online TA,TA/TO,Transient,0
0,21,Online TA,TA/TO,Transient,1
0,2,Direct,Direct,Transient,0
0,8,Offline TA/TO,TA/TO,Transient,0
1,15,Direct,Direct,Transient,0
0,0,Direct,Direct,Transient,0
0,5,Online TA,TA/TO,Transient,1
0,9,Offline TA/TO,TA/TO,Transient,0
0,125,Online TA,TA/TO,Transient,0
0,0,Direct,Direct,Transient,0
0,3,Online TA,TA/TO,Transient,0
0,2,Direct,Direct,Transient,1
0,2,Direct,Direct,Transient,1
0,3,Direct,Direct,Transient,1
0,90,Online TA,TA/TO,Transient,0
0,226,Online TA,TA/TO,Transient,0
1,254,Online TA,TA/TO,Transient,0
0,16,Online TA,TA/TO,Transient,0
0,11,Direct,Direct,Transient,1
0,16,Online TA,TA/TO,Transient,0
0,7,Online TA,TA/TO,Transient,1
0,4,Offline TA/TO,TA/TO,Transient,0
0,4,Online TA,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient,0
0,4,Offline TA/TO,TA/TO,Transient,0
0,1,Offline TA/TO,TA/TO,Transient-Party,0
